2459,2314,0.07250222222222187,0.49672555555555586,4,1,1.0
2746,2734,0.14770666666666749,0.3757825000000004,-4,-4,0.0
2734,2746,0.34048666666666666,0.19023583333333427,1,1,0.5
2167,1965,0.021468888888888947,0.019237777777777486,-6,-6,0.5
1990,2019,0.019553333333333017,0.03237666666666678,4,4,0.0
2246,1791,0.2324611111111109,0.316114444444444,4,4,1.0
2078,2218,-0.27990680555555575,-0.48119375,3,3,1.0
1988,2291,-0.40761291666666666,-0.4748951388888886,3,2,0.5
1972,2272,-0.15178333333333355,-0.28935805555555566,1,1,0.5
2149,2355,-0.2546847222222225,-0.0343076388888887,-1,-2,0.0
2397,2037,-0.2774966666666667,-0.22136958333333356,2,2,1.0
2595,2500,0.01066236111111129,-0.2513472222222223,-2,-2,0.5
2649,2452,-0.21405208333333356,-0.24186875000000008,1,0,1.0
2230,2123,0.430937777777778,0.048718888888888874,-1,-2,0.0
2063,2233,0.5398611111111115,0.42920222222222265,-1,-1,0.5
1999,2038,0.33928888888888875,0.05162333333333354,1,1,1.0
2334,2470,0.44575083333333276,0.47308833333333317,-1,-1,0.0
2124,2285,0.39632708333333316,0.5086422222222223,0,0,0.5
2056,1979,0.7348299999999998,0.6971577777777775,0,0,0.0
2199,2402,0.35693263888888865,0.40987333333333353,3,3,1.0
2453,1918,0.08112333333333333,0.36629666666666666,2,2,1.0
2315,2733,0.3121755555555553,0.2906377777777772,-2,-2,0.0
1854,2220,0.10574777777777776,0.11111111111111165,13,13,1.0
2445,2310,0.28629333333333373,0.4345350000000005,0,0,0.5
2234,1836,0.22060583333333408,0.17667291666666654,6,1,0.0
2173,1925,0.2738827777777778,0.6615955555555557,-1,-9,0.0
2330,2324,0.4386799999999999,0.41068222222222167,0,0,0.5
1974,2182,0.10107916666666666,0.3913716666666665,4,4,1.0
2338,2349,0.44139888888888834,0.15958444444444442,-1,-1,0.0
2282,2078,-0.23900277777777792,-0.3410908333333335,0,0,0.5
2245,1914,-0.29889847222222216,-0.3884202777777782,1,1,1.0
2216,2381,-0.20976180555555574,0.649842222222222,-2,-2,0.0
2434,2189,-0.34702083333333306,-0.3514656944444444,1,1,0.5
2554,2025,-0.5166525000000003,-0.22638027777777797,0,0,1.0
2378,2118,-0.43402777777777757,-0.4170787499999999,-1,-1,1.0
2138,2431,-0.3926902777777775,-0.39448041666666667,-2,-2,0.0
2569,2047,-0.35376652777777795,-0.4816659722222222,-1,-1,1.0
2496,2282,-0.3464938888888892,-0.25078999999999985,1,1,1.0
2598,2471,-0.4690755555555554,-0.16269680555555557,1,1,0.5
2157,1984,0.1700544444444447,0.08493666666666631,2,2,1.0
2104,1980,0.058952222222222246,0.0007322222222225649,3,3,1.0
2703,2617,0.17187624999999976,-0.06534944444444417,0,0,0.5
2539,2571,-0.12881250000000005,0.15467999999999943,-1,-1,0.0
2544,2485,-0.2429025000000001,0.2786106944444443,0,0,0.0
2612,2576,0.02919263888888938,-0.0348487499999998,3,3,0.5
2541,2623,-0.26193666666666676,-0.058700138888888885,1,1,1.0
2595,2481,0.16735513888888884,-0.07917638888888863,-2,-2,0.0
2531,2585,-0.21076250000000019,-0.22893361111111085,1,1,1.0
2061,2058,0.022535555555555378,0.057184444444444225,6,5,1.0
2085,2208,0.434971111111111,0.14282000000000067,0,0,0.5
2322,1968,0.30358666666666667,0.25736333333333333,-3,-3,0.0
2095,2033,0.1863544444444445,0.9930766666666655,-1,-1,0.5
1819,2229,0.2448933333333331,0.058512777777778156,12,12,1.0
2200,2494,0.1143511111111116,0.11511999999999975,-1,-1,0.0
2034,2236,0.13911791666666676,0.10853125000000025,3,3,1.0
2037,1968,0.11053333333333329,0.4803666666666663,2,2,1.0
2420,2426,0.07507666666666678,0.1340188888888891,1,1,1.0
1942,2199,0.09262194444444431,-0.6721390277777778,0,-1,0.0
2025,2282,-0.3641963888888888,-0.08834597222222251,-1,-1,0.5
2519,2355,-0.2572237499999999,0.025026388888888928,0,0,0.5
2337,2272,-0.11042736111111108,0.2050855555555555,2,2,1.0
2719,2571,-0.10168930555555573,0.24090263888888888,0,0,1.0
2020,2091,0.0359400000000002,0.28280888888888894,0,0,0.0
2225,2052,-0.8492012499999994,0.9675261111111105,1,0,0.5
2210,2356,0.03488722222222212,0.05127972222222222,9,1,1.0
2241,2178,0.13596250000000018,0.04706361111111132,1,1,0.5
1916,2229,-0.175575,-0.3007965277777778,0,0,0.5
1974,2183,0.7201194444444443,0.3990055555555556,-2,-2,0.0
2560,2633,-0.11206083333333333,0.11909041666666667,1,1,0.5
2140,2120,0.16519733333333328,0.05885399999999995,0,0,0.5
2004,2027,0.6892922222222226,0.038850000000000044,1,0,1.0
1961,2104,0.3117119047619048,0.1056733333333334,1,1,1.0
2343,2199,0.23492111111111108,0.06654555555555558,0,0,1.0
2052,2441,0.990187777777777,0.2182688888888891,-1,-1,1.0
1996,2045,0.4797744444444442,0.9905355555555546,-1,-1,0.0
2507,2524,0.25145937499999976,0.1452312499999998,2,2,1.0
2241,2055,0.22272222222222332,0.4285472222222224,0,0,0.5
2228,2457,0.4358291666666667,0.4313895833333332,2,2,1.0
2331,2193,0.2764147222222222,0.5000244444444442,1,1,1.0
2342,2199,0.2699555555555555,0.352457222222222,-1,-1,0.5
2008,2077,0.7368966666666669,0.9922555555555546,1,0,0.5
