1866,2189,0.5850377777777779,0.6802055555555556,0.0
2019,1982,0.09416444444444436,0.04343777777777772,0.0
2165,1857,0.9945966666666665,0.5635488888888889,1.0
1859,2154,0.9320611111111111,0.9978655555555555,0.0
1747,2402,0.36298947368421075,0.7594663157894738,0.0
2538,2507,0.9849933333333335,0.9838486111111111,0.5
2562,2633,0.9841723611111116,0.9833366666666667,1.0
2654,2560,0.7924529166666668,0.8625640277777782,0.5
2597,2665,0.9795702777777775,0.9803261111111118,0.5
2658,2492,0.9680744444444447,0.9682070833333339,1.0
2579,2601,0.9929547222222224,0.9927958333333334,0.5
2649,2597,0.9718724999999999,0.972996527777778,1.0
2575,2641,0.970391666666667,0.9694044444444443,1.0
2069,2167,0.7541677777777773,0.9920111111111101,0.5
2149,2033,0.9909277777777779,0.6992922222222222,1.0
2030,2152,0.7197777777777777,0.9941266666666663,0.5
2146,2036,0.99399,0.8818988888888888,1.0
2042,2140,0.9200488888888891,0.9955922222222222,0.0
2134,2048,0.9962055555555552,0.9513433333333337,1.0
2054,2128,0.9569011111111111,0.997238888888889,0.0
2121,2061,0.9907655555555551,0.7736877777777775,1.0
2131,2051,0.9944699999999999,0.9112333333333333,0.0
2057,2125,0.8459688888888888,0.9945511111111108,0.0
2118,2064,0.9870822222222218,0.33327777777777823,1.0
2054,2128,0.818202222222222,0.9947755555555556,1.0
1479,2645,0.2853603686635945,0.547141935483871,0.0
2121,2061,0.9924133333333335,0.42621444444444495,1.0
2051,2131,0.6753166666666668,0.99257,1.0
2124,2058,0.9965055555555558,0.9635033333333332,1.0
2065,2117,0.8056144444444443,0.9925811111111112,0.0
1972,2074,0.7832088888888888,0.7448511111111108,0.5
2110,2072,0.9950388888888886,0.5843077777777776,1.0
2049,1985,0.7269433333333334,0.5846355555555556,1.0
2085,1961,0.9423977777777778,0.9625488888888889,0.0
2063,2119,0.4382399999999999,0.9913311111111107,1.0
1958,2088,0.76398,0.7951077777777779,0.5
2083,1963,0.6603855555555556,0.6338477777777779,1.0
2112,2070,0.9956422222222224,0.7041633333333333,1.0
2178,2058,0.9926144444444444,0.6373266666666668,0.0
2077,2105,0.4973644444444449,0.9905377777777775,0.0
2097,2085,0.992166666666666,0.12699222222222228,1.0
1740,2411,0.8217722222222221,0.6375011111111112,0.0
2176,1976,0.9041111111111113,0.9959999999999991,0.0
1980,2172,0.9954444444444434,0.9523711111111113,0.0
2065,2090,0.9446722222222224,0.9970499999999997,0.0
2168,1984,0.8572777777777781,0.9965888888888882,1.0
2198,2159,0.21368444444444443,0.7527855555555557,0.0
2811,2922,0.1098999999999997,0.4708944444444439,0.0
2200,2186,0.19231968503937005,0.9961857142857142,1.0
1964,2171,0.9974444444444439,0.9211477777777778,1.0
2184,1951,0.9300300000000004,0.9979999999999996,0.0
1954,2181,0.9932222222222207,0.8238433333333334,0.0
2177,1958,0.821853333333333,0.9950322222222212,1.0
2194,2192,0.99613,0.6805975,0.0
2184,2202,0.5892923076923076,0.9968293103448275,1.0
2082,2073,0.9948122222222219,0.8709244444444444,1.0
2194,2192,0.9969966666666664,0.7812521008403365,1.0
2182,2114,0.22610083333333336,0.14484999999999956,0.5
2184,2202,0.7163553571428573,0.9978765765765764,1.0
1705,2497,0.2559011111111112,0.3530444444444437,1.0
2127,1961,0.8423288888888888,0.4314944444444443,1.0
2178,2088,0.5590747747747745,0.9980563636363635,1.0
2089,2172,0.4140577235772358,0.6323658536585367,0.0
2196,1878,0.2599611111111114,0.4192288888888889,1.0
2182,2077,0.05793833333333319,0.40131166666666673,0.0
1880,2194,0.40451333333333345,0.6804177777777779,0.0
1480,2645,0.8429542288557214,0.7721343283582087,0.0
2088,2085,0.9939944444444446,0.4318533333333334,0.5
2093,2080,0.25799222222222196,0.9929644444444445,0.0
1633,2410,0.3810544444444445,0.6303599999999999,0.0
2071,2102,0.9958833333333333,0.7476422222222221,1.0
2401,1798,0.4318977777777776,0.21136000000000005,1.0
2432,1621,0.741979166666667,0.8322483333333329,1.0
2075,2041,0.14785651629072674,0.0426710526315789,0.5
2192,1882,0.1609466666666667,0.13352111111111117,1.0
1625,2432,0.6053800000000001,0.6713200000000001,0.0
1872,2187,0.06326222222222251,0.0036866666666667863,0.5
2432,1629,0.6648891666666665,0.6763325000000003,1.0
1884,2190,0.49245666666666654,0.6839944444444446,0.0
2094,2079,0.6574099999999997,0.9953222222222216,1.0
1633,2432,0.3351125000000001,0.5166516666666665,0.0
2070,2103,0.9941366666666668,0.37343222222222217,1.0
2112,2061,0.34537666666666633,0.9948799999999997,0.0
2722,2413,0.2592477777777781,0.23578666666666617,1.0
2431,1638,0.8081433333333333,0.8939833333333335,1.0
2068,2105,0.9948766666666665,0.257288888888889,0.0
1643,2430,0.7328400000000002,0.7206358333333336,0.0
2187,1965,0.5443655555555558,0.05580777777777781,1.0
2073,2068,0.7498777777777778,0.9896366666666665,0.5
2429,1648,0.6498816666666666,0.5904233333333332,1.0
2076,2097,0.9941300000000004,0.24420999999999987,0.0
2631,2735,0.20294777777777767,0.20928458333333322,0.0
2701,2789,0.004232222222222246,0.11369500000000013,0.5
2648,2794,-0.13704166666666667,0.19664430555555523,0.5
2776,2654,-0.08777375000000003,0.030413472222222508,0.5
2784,2843,-0.4450181944444443,-0.25960055555555567,0.5
1654,2428,0.38416500000000003,0.5185241666666666,0.0
2089,2084,0.8229988888888891,0.998291111111111,1.0
2076,2097,0.9928344444444442,0.43859777777777803,1.0
1480,2645,0.8796153846153845,0.8123394871794871,0.0
2089,2084,0.7370977777777779,0.9943466666666668,1.0
2092,2081,0.9898755555555548,0.037608888888888976,0.0
1988,2244,0.7646177777777777,0.40410333333333337,0.0
2427,1660,0.38174000000000013,0.8238641666666668,1.0
2747,1480,0.5718578431372549,0.6933852216748768,1.0
2089,2084,0.7644444444444445,0.9973500000000002,0.0
1667,2426,0.9360583333333333,0.7465808333333335,0.0
2257,1975,0.5895600000000001,0.8658500000000002,0.0
2084,2089,0.990956666666667,0.22514111111111137,0.5
2645,1669,0.8156333333333331,0.7246883248730965,1.0
2453,2713,0.10710472222222238,-0.08757249999999994,0.5
2583,2588,-0.29067486111111124,0.02521111111111088,0.5
2617,2574,0.021801666666666736,0.13158499999999984,0.5
2715,2587,0.05328763888888842,-0.2855245833333335,1.0
1671,2645,0.7842814432989692,0.8533670103092782,0.0
2645,1515,0.8755814432989689,0.9302269430051814,1.0
2084,2089,0.9943699999999999,0.12582111111111058,0.0
1962,2087,0.09649555555555592,0.9892744444444443,0.5
2057,2030,0.524134444444444,0.2915800000000001,0.0
2082,1967,0.9974355555555554,0.7491166666666665,1.0
2002,2270,0.3943739130434782,0.5105399267399271,1.0
1902,2448,0.1677777777777778,0.16601111111111105,0.0
1973,2076,0.5226711111111112,0.9961177777777778,0.0
2210,1907,0.985894351464435,0.9732897787144363,0.0
2070,1979,0.9934799999999997,0.005493333333333269,1.0
2425,1686,0.32112750000000007,0.47173249999999955,1.0
1969,2080,0.8538355555555555,0.9941355555555553,1.0
2091,1958,0.9942444444444447,0.3600699999999997,0.0
2269,1848,0.4864217821782175,0.1852129353233831,1.0
1947,2102,0.1187133333333335,0.9929744444444447,1.0
2377,2393,0.22041666666666673,0.26588708333333316,0.0
2400,2470,0.3661179166666669,0.29668430555555536,0.5
2379,2455,0.1175827777777775,0.15008805555555566,0.5
2454,2406,0.24059652777777768,0.12823694444444414,1.0
1825,2284,0.2360283105022833,0.31972110091743144,1.0
2105,1944,0.9923922222222223,0.20100222222222233,0.5
2413,1595,0.8583866666666665,0.9489244444444443,1.0
3184,3227,0.016325833333333355,-0.07361166666666658,0.0
1595,2413,0.6704166666666665,0.6717333333333334,0.0
